asin,reviewId,title,content,star
B07DDFJP5Q,R10NG89JKWACVF,Covered all bases,Great item,5
B07L1KJV35,R2N93KBUWC5R1I,Yes,Yes,3
B071SKHZXG,RI6JO4ML5YRB4,So far so good,"It works great, charges fast but I just got it so we shall e its lasting power.",5
B083Q11P63,R1OZBJ39GHQAQ4,Short lifespan on motorcycle,"used this power port charger on a Yamaha FJ09 for commuting and charging a cell phone during 45 minute commutes . One port stopped working after a few weeks , then the other port stopped working after a few more weeks . Maybe this charger cant take the vibration of beng used on a motorcycle ??",4
B0769JN5MG,R1YUZYTJVYY27B,Worst fast charger in the world!,"Doesn't charge so well while you're using your phone. Just stays at the same percentage. So it doesn't fast charge worth AF. Its more like a trickle charger. But it charges if you leave your phone docked all night. Just don't rely on it to fast charge because it doesn't do that.

I gave it 1 star because I like the design. Too bad it doesn't fast charge as advertised. I believe they own me my money back.",1
B00CQS0S7E,R9Y1TV8EQL4MK,MINE WAS NOT SAMSUNG,I ordered two of these. The same model supposedly as I have now. Both came. Neither said Samsung or had a model number on it. Some off brand packaging. Worst of all neither one worked!,1
B01N4202SN,R1G36DWCBHK4SR,Very cheap,It is already coming part. Big waste of money.,1
B097JLL8GW,R19ON0ADMYJTPY,Perfect Charger,"Excellent wireless charger. The color and clean design appeal to me. It was just what I was looking for. I frequently misplace my AirPods and iPhone 13 Pro Max. This keeps all of my gadgets charged and in one place.

It arrived in a tidy box and was easy to set up. It's small enough to fit on my desk, which is always a complete mess.",5
B09HZBN2MJ,RGXKG6I1KZ5C6,ALL IN ONE !!!,"Easy to set up and I love that I can charge all three items at once ! Packaging is great, Easy to travel with in my backpack. I would buy this item again !",5
B09M2X4HHT,R1YYO432A2CC7C,Airbuds won’t charge,"Great product except won’t charge air-buds. Tried everything and won’t charge them. Save your money and buy a different charger.
Update: seller contacted me and made things right due to negative review. Sent me a new charger, no questions asked. New one works.",4
B07SFDQFJ8,R6C241AQRCEPY,Work well for Samsung phones,Price is good,4
B07H2W3WS2,RDU9WH2UTDF5G,Allows both receptacles to be used,Compact size allows use of both outlets. High quality item works beautifully,5
B08LGGGLQ5,RQWSBA2TVJ033,My phone is charging super fast.,I’m using it with my iPhone12. The charger is compatible and about half the cost of the Apple charger,5
B09MLRGRC5,R3JSVXR6SJYXLP,Junk,Lasted two weeks before it charged when it wanted to. Waking up to a phone at 8% is not fun. Got worse as the days wore on. Sending it back and sticking with higher quality apple products. You get what you pay for.,1
B083BJTY2T,R2828KDD42NVHK,Does not work with iPhone 13 pro max,Works with 12 and 13 just not the Pro Max,1
B07V6VS3W8,R2C9ZTP65ECJI7,I'm loving,Super fast charge,5
B08P544KWF,R3Q3R6O3NFU0QL,Quick charge!,I just purchased my second one because I accidentally left mine on vacation! The length is great & the charge is quick! Deff a buy!,5
B0795D7KBD,R1J54UWQH7D35C,Sleek and strong,I loved the weight of this charger. It felt like there was substance to it and not a cheapie. Charged great and super sleek fitting into the cigarette lighter.,5
B07SPBJZJ5,R302ZBTVIE5L6G,One cable is defective.,One of the charging cords didn’t work on arrival....Even tried it in other cubes and other phones.,2
B077HFFLMS,R1698Q4356LVV,9v USB adapter,It’s a nice shape and I like the light that lets you know it’s working.,5
B086KNLM5M,R2U9N802Q45R7N,I did a good purchase!!,I love it because it is very practical!,5
B08NDLQ4PP,R1INPY1094K2FY,Work on phones only,It only works on phones,2
B07THHQMHM,R2U56UVREXQB0J,Don't worry about placing your phone dead-center on the pad.,"At first, I thought I had to center my Galaxy Note 9 EXACTLY on the charger (charging light didn't come on right away), but then noticed that placing it in a good approximation of centered, the light came on after a couple seconds. Like others, it's a little annoying to interrupt the charging process to read a text, but hey, it's bad to use your phone while it's charging anyhow. I mainly use this at work.",5
B0923WQ6QQ,R1ZDIP9I781KB5,The usb port was installed upside-down,The usb port was installed upside-down,4
B07WHW8TKY,R2JYJ3P2JSORGU,Cool charger,"Charger isn’t very fast as stated but I guess , hopefully it doesn’t stop working on me",3
B01IUSYF8G,R1W7K3IYE3CC7U,Great item,"Great item, very handy and powerful.",5
B09MV3MQN3,R1B3P8Z4I8MV9V,Lo recomiendo,Lo esperado muy buena calidad,5
B08H4KS2LV,R174EXY0QYJXEU,Good,Looks sexy and Fast charging,5
B01JLXTQ1U,R18ZUWORYNPYHR,Just what I needed!,We don’t have much room in our RV and I was always a problem with “regular” chargers due to our bed was literally sitting on a charger little box. With these slim and flat charge box everything runs much smoother. Definitely would recommend it!,5
B08MWR2NXZ,R17YG6QC6LPXYM,Elegant but watch out for USB-C,Works like you’d expect an OEM charger to work. The USB-C charger is very picky; it won’t work with some cheaper adapters and won’t share a charge with a dual adapter. Nice for travel.,4
B07MTSYXSC,R2HT7QBQIG0NSR,BEWARE OF THE MAGIC!!,"The Magic: you pay $18 for a wireless phone fast charger💵...you receive it😊,hook it up,and whaaaa-laaaaa!! It not only works but isn't a fast charger like the fuckery your eyes had believed!? Don't waste a penny with this lie of a dumphole company!! People that lie to get money from you will get it in the end😆",2
B09HKL5521,RGLICT7SBO4H9,7watch not charged,Liked concept but it Did not charge my 7watch.,1
B09M2X4HHT,R2IM564OM7V7V9,Perfect charging station for traveling,I have had a few charging stations that are equally as good but they are bulky and not easy to travel with. This one folds into the size of a wallet and can very easily fit in a bag. This charging station is also great for smaller desks due to its compact size. It charges all my devices very quickly and I really have not had any problem with it.,5
B08M3LNC6K,R60D62BM5MUI9,Amazing charger!,Works like a charm! Rapid charges my iphone from 20% to 80% in a matter of a half hour. SO happy with this charger I absolutely loved it!,5
B07V6JRRQ6,RZ9XU0OZD7XQL,Good first impression’s,Up to now I am very impressed. The aluminum casing is welcome change from plastic. Looks good also and not too intrusive being only 5mm thick.,5
B09C5S7VGJ,R2IGMY94P369WK,Great Quality!,Never have an issue when I choose Anker. Great quality! Price is always decent.,5
B0746Y8C6H,R2QM2P5UUQ9B9P,It works for mobile android charging,It charges faster than I assumed it would. Seems solid in all ways after a few months,5
B0833YMF17,R2TXC7UVZ7VNJO,Great for high amp demands.,This charger works great for cell phones that need turbo chargers.,5
B08H4KS2LV,RYTBWLUXKQDTK,Good product,Good fit,5
B09NLM7JB1,R3N298KUQ0APM6,Works wonderfully! Charges fast!,It’s super compact!,5
B07Y29GX85,R2NLOG38OLGG9P,So far so good - fast charging for sure.,"So far so good.

Hoping it makes it past the 1-2 month mark.",5
B08R72H6PP,R3CSCZH6E4CR8S,Love it,Charge fast,5
B07WGZ8DSL,R2NRKLODGNMBCX,They are your average car charge that work.,Average product purchase that works.,4
B0995QL2LJ,R10L1J8295NCT6,Fast charging and great design for my workspace,"Charges AirPods, iPhone and watch quickly. Compact design for my desk and workspace. Nice.",5
B08MCWXHB4,R3H7NHLAFYYF1K,Great charger,Great charger. Awesome for the price too! Charged my phone quickly. Charging port has a nice weight too it and is big and durable which I like. Cord is a perfect length not too short and not too long.. perfect for traveling or using at home.,5
B07C4M5P5S,R1W2DH93RK76UV,works great.,works great and has fast charging. a lot faster than the Samsung branded one I bought last year.,5
B091CSVKCJ,R1TDGKMC3JM3CL,Don’t even bother,"Neither charger worked. Don’t waste your time.
Difficult return process for obviously defective chargers.",1
B07L6TTC1T,RGX6BE8HNOVUR,Quality product,Fastness,5
B082W23XXL,R2KKAXT3WGFV95,Love length and that you can plug two cords in,,5
B08TMD1YS4,R3B8DENC3UD24A,Good item,The charges works as described and is good value for money,5
B01N68AMCU,R1WV280GJRW7FU,Works to charge the zappers and your cell phones,Works very well and would recommend this product,5
B07NZJ1MHX,RE6MHJYIYWRQG,Best set!,Best set I've bought thus far!,5
B077XQJ2FK,R265TU0EYVMEPG,poor quality control,Only one of the two worked. I gave it two stars because the price was right and at least one worked!,2
B09DKBRJLD,R3JCT4QEQBYRO,All I need,This is exactly what I needed ! I can charge everything in same time ! Of course if you need to use you phone during the charging process is not possible,5
B07PZ229RR,R2T9IUETOWFSDR,Excellent replacement part,"My original charger started having problems so I ordered this charger from Amazon. I was a bit skeptical; however, this charger works great.",5
B076GZ3S5T,R2EECAUXN1RCTR,Exactly what I needed,"I love this charger. It lived in my car. My brother liked it so much.... he ‘borrowed’ it and I haven’t seen it since.
So I bought myself a new one.
It could be a tad bit longer.... but it’s really not an issue for me, but it could be for someone else.
Works great. It’s thick & sturdy.
If you are in need of a car charger for your all your Apple products, you won’t go wrong with this one.",5
B0794WT57Y,RERJ25POSSMFS,Ehhh,Some charger cords they work… some they don’t. I haven’t figured out what makes it work or not work,4
B07PGT7LSR,R1ND6UHPFZ18KU,Works when needed,Stop working,1
B075CJMJYJ,R27C4XKFUXSSGL,Why haven't you bought one already?,"Forget those chargers you buy at the retail stores, use these and an extra USB chord. I love the multiple charging ports. I charge my cell phone & Bluetooth at the same time. Which doesn't seem to slow down either item charging. We have these in each of our vehicles and we're never having to move them. Even when my husband and I are both charging our phones it charges at a fast pace. They have been great so far. I have nothing negative to say.",5
B07CKD29YJ,R33QMLOYQF1XZ4,Super fast charger,Charge my phone,5
B09NNMVLKZ,R815781L6JXRU,Only worked for a few months.,Only worked for a few months.,1
B099F558S1,RQPIZDNYG5ZV2,Great!,Works GREAT and FAST DELIVERY,5
B07QJBKRSV,RP9RWHEK4KIS3,"NOT an adapter, but good charging block","This was not the adapter I was expecting
which was needed for my AirPods, however as a charging block goes it is a great product for the money!",3
B082W23XXL,R1RTWQN157MJGK,Durability!!,"I need new charging ports
Perfect",5
B07GZNVLN8,R2RWNN7X7NMEVU,Returned,Did not work,1
B07TXPT1J2,R13TRKYE9BX946,All in one charger,"Fantastic! Carry it everywhere and it solves all my charging problems. I have a macbook pro 13"" plus ipad pro 11, my wife a macbook air, both have iphone 12 and this one device handles all of them! No need to carry separate charges for each device. Have it for 2 years and use it everyday! Best charger ever!",5
B07DMNPNSH,R14IHV37I9XG1V,"I loved it, until I didn't. Only lasted 40 days.","I was initially thrilled with this product; it was exactly what we needed. But it slowly became unreliable. At first, I blamed myself--""maybe I didn't plug the device in properly; maybe that's why it didn't charge??"" But now it happens all the time, with all kinds of devices, even with changing out the charging cable. We probably just got a one-off dud (hence why I'm giving it three stars). Still really like the concept, look, number of different cords it comes with, etc.",3
B0759RH4YB,R2LVCSOTK0661E,Iphone charger,"Love this Iphone charger makes it easy to charge phone, lights up so you can see it in the dark, and my grand daughter loves the fact that it has a second connector so she can charge her phone too.",5
B07VV2WFPQ,R1MMDJR9OYOUVT,Duriable,Very good,5
B088KDLF19,R367WGGCURVUC3,"Fast charging? Uh yes, please and thank you.","Super fast, dude!",5
B088LXDH2M,R320D1SSLFO21Z,"Well, it charges the phone","It's a nice-looking stand for my phone and watch, and I appreciate the fact that the lights can be turned off. It charges my phone quite well and quickly, however it doesn't have enough juice to charge my watch. I stick it on the charger while I'm showering and dressing, and I sleep with it on. This stand might charge it 10-15% in the 40 minutes or so it takes me to get ready in the morning, as compared to the Apple charger that came with the watch, which gets it back to a full charge in the same time.

If you don't sleep with your watch on, this will probably do the trick.",2
B00P933OJC,R25CSSIA9RFCSE,"Good product with a couple of ""gotchas""","[Edited — see end of review.]

The PowerPort was immediately useful and seems well made. Four stars rather than five for these reasons:

When I looked for a multi-port charger on Amazon, the PowerPort's description noted that tablets could be charged with it. This turns out to be _in_correct for either the two Samsung Galaxy Tabs I have (these are the original Galaxy Tab designs -- ancient by today's standards). I had several email exchanges about this with Anker. I passed along to them a couple of articles showing that the charging issue has been known about for a while -- there's something about older Galaxy Tab models that makes them impossible to charge using non-Samsung charging devices. I had already known about the problem. But I assumed from the product description that Anker had solved it. Anker apparently hadn't been aware of the issue at all, which surprised me a bit. They are now.

So I wouldn't call it a defect in the PowerPort device, but it is a limitation and I hope they'll update their descriptions accordingly.

The other reasons for 4 rather than 5 stars: the surface of the device is very slick. It tends to slide around (and sometimes, onto the floor). I wrapped a heavy rubber band around the chassis, a high-tech solution that has prevented the thing from sliding off the table. They should provide small stick-on rubber ""feet"" that the user can add as an option. The final 4-not-5-stars reason: the charging ports are a bit too close together. Surely a bit more space could be provided in a future model. All of those things aside the product is clearly of high quality and I wouldn't hesitate to buy another PowerPort model.

[Edited a few hours after posting above review] I have found another device this charger won't charge: the ""Tough Light 400 LR,"" a battery-operated LED camping/emergency light also sold on Amazon. After three hours of connection to the PowerPort, the Tough Light's charging indicator had not moved from red to green. But that should have been enough as the Tough Light arrived with a partial charge. I plugged the light into a standard Samsung charging block — and the battery charge indicator turned green immediately (full charge). The same happened when I plugged the lamp into a no-name/generic USB charging block. So that's two devices the PowerPort can't seem to charge. Disappointing.",4
B098QC58J9,RAWW47CG1EUKR,Great all in one charger,"If you Have been looking for a compact all in one charger for my iPhone, watch, and AirPods look no further. Great charger for home or travel.",5
B07RHSD9WM,R1TIRX4JEE9JAE,Disappointed in disposable charger.,"Purchased because it promised fast charging
Had I known this was a disposable charger I would have passed on it. Disappointed.",1
B0927SHZN4,R3T1MTUK5P3K99,Very reliable,This Mount is very reliable and my phone didn’t fall off even with bumps and sharp turns.,5
B09GVJ2VW5,RTU5GVEVIC08K,Very compact and easy to use. Considering another one.,Very compact and fits nicely on night stand. Considering purchasing a second one for another location in the house.,5
B09FT3RT2Y,R1980B2T42W55Z,Great product,Simple to setup,4
B08PNW423Q,R1BVVE9KE9KI2N,Worth every penny!,What a high quality charger! Super convenient as well.,5
B07VQ8GS26,RIEKGQUPDVP6G,GREAT BUY!! LOVE THAT IT IS METAL.,"Great product, love the size and how it sits low in the outlet of the car. The light up ring is really nice so you can locate it in the dark. I have a truck that has a plug in the big center storage council. I use it to charge my tactical light that is chargeable. I like to have my stuff hidden and out of the way so this helps to keep my truck clean and clutter free! Thanks so much Mongoora! I was the lucky one and getting sent a free one. Will definitely use it.",5
B07KPDR1MB,R21R6QXDCX6WO0,Must have it!,Absolutely brilliant!!!!Best I ever had.,1
B08L7P4G15,R13Y22U4X820QY,Se quemó,"No compren este cargador, no duro ni dos meses, es una porquería ya se quemó pues dejo de cargar.",1
B088FCDFFQ,R2D0JZTT4FV9VT,Questionable charging,Love the idea of this product! Unfortunately it doesn’t really charge my watch that well.,4
B07D11946L,R3GL9HERP9FQT5,Great Charger!,Purchased these a few months ago and they Are probably one of the best chargers I have purchased for this price!,5
B097G3PN38,R1A2UHTV72WUMR,Does not fast charge my Samsung s10,I like the compact size as well as the price. Will not fast charge my galaxy s10 . Will not charge my galaxy watch as stated!!,3
B07FBCHJ8L,RYA7SOOUYIY5U,Waste.,It's a 3 plug slow charger. That's it.,1
B0868K3F3X,R21PZDK0GGWUJ5,No more cord clutter,"I used to have many different cords on my nightstand, what wasn't pleasing the eyes.. so I decided to invest in something that would end the cord clutter. The 3 in 1 charger is pratical and efficient. It charges my 3 devices at the same time, and it displays them in an organized and aesthetic way. It works with silicone cases so you don't need to remove them. Both me and my friend (samsung phone) can use it because it supports android and ios devices, as long as the phone itself has the capacity of wireless charging. The lights indicate if it's changing or not, but you can also turn the lightning off for sleep mode if wanted.",5
B07RHPXT5K,R3TWQ9PVCV93PJ,Fast charge and compact,"This works great, looks great and is very compact. I'll definitely buy another for another vehicle.",5
B085ZS7RF3,R1DAC6P0X2JX67,Great value,Very thin but solid and stable. Charges well. Nice charger.,5
B085CDGMG2,R3HQ8OG9OJSFOK,love it,love this charger. it is compact and takes up minimum space! works great,5
B08H266VTL,R20S361GCOVMTF,The item did not work,This charger did not work,1
B08M67QT51,R12P3APPY57POS,Best charger ever!!,This is the best charger that I have Ever purchased. I loved it so much that I bought Everyone in my house one for Christmas so they would stop taking mine lol!! 10/10 My phone goes from 3% to fully charged in about 40 minutes! The cord is long so you’re not tied down to an outlet and is very sturdy! I love It!!,5
B085M2WPSZ,R10FMQMEIBQG59,"Stops working after a month :,)","Stops working after a month :,)",1
B08HWKWLDH,R12SHK034JXM5K,Weak magnetic hold,"It may function as a way to prop up your phone, but the magnetic hold is very weak, and I have an iPhone 12 mini. There is a roller dial mechanism on the back of the phone portion that is intended to adjust up or down, presumably to accommodate the optimum location for the magnet on your type and brand of phone.. I tried various “settings”, but no adjustment provided for a strong magnetic hold. Perhaps “marks” could have been included on the adjustment for the most popular phones.",1
B07VG9JMG1,R18FVIPNNUD8S4,Awesome charger,Perfect charging companion for my Samsung Galaxy Note 20 Ultra 5G. It charges quickly and reliably. I have two of these and plan to buy more. It makes charging so easy and there are no cables to connect or get in the way. Absolutely love it!,5
B08KSVT5MS,R1DBCQJ1U9OXU5,doesn’t work,"so i bought this and the second i got it i plugged it into my phone and it will charge for about 10 seconds before stopping. if i were u, i’d get a different one",1
B08JFTNJQX,R31QPB1VT4X5Y6,Not quite 5 stars,Works as advertised and is super convenient. Unfortunately my unit produces an audible clicking and humming sound when my iPhone 12 Pro is put in the cradle. Not a deal breaker though.,4
B07F6RTHV7,RBJ2CK46KUKQD,phone charger,just what I wanted,5
B01GDV2L56,R2B94W0UP96BKQ,Good Product and Price!,Works great and I love that I can charge my phone and Fitbit at the same time.,5
B08NRBRZH4,R3DEY5JGWRASU3,Charger,Met expectations,5
B092D6ZYPP,R220661ZP2HGWL,Great compact wireless charger,"Husband loves his new charger. Compact and charges all 3 devices, watch phone and AirPod pros. The phone portion is adjustable also.",5
B09JYL9YYX,R3PEMIWCZU5EJT,Great all in one charger for all your Apple products - Updated 12/16/21,"This is a great all in one charger for all your Apple products for your home or on the go. The charger block that comes with the dock does a great job with charging all the items simultaneously. My nightstand drawer s no longer cluttered with charging cords. I would recommend this charger for charging Apple products. I use this to charge my iPhone 13 pro, Apple Watch 7, EarPods 2 and the Apple Pencil.

12/16 After the latest software update for my wife's Apple Watch 7 (watchOS 8.3), the charger no longer charges her watch. I'm able to charger her watch without any issues on a different charger. My Apple Watch 6 also has the latest software update (8.3). I'm able to charge my Apple Watch 6 on this charger.",5
B07GW9S9TB,R3IH0UOGMMFI0L,Does not charge iPhone 11,One of the devices in the package does not charge. The phone initially makes a connection but the base shortly begins to flash after a few seconds and the charging connection is lost. I’m disappointed with this purchase and would use caution.,2
B01JLXTQ1U,R7PLWLDYDMXAW,Broken port and doesn't fast charge at all,I received this and immediately one of the ports didn't work at all. When I tried to use the other port it had a loud annoying buzz and it doesn't even fast charge what so ever like it describes. I am very displeased with this product.,1
B08Y8XD58C,R1BPO5K2DSTD3U,Great fast charger,Great fast charger. Love that it is black.,5
B01BMDQ9U8,R18KR5A0AVHJYT,Great but.,"Works great! It's so easy and convenient to just place your phone to charge and pick it up to go when you are in a rush. No need to wrestle with the charging cable and port. It was not charging fast at first when I got it, but I changed the case and it works perfect. Keep in mind that the thicker (or in my situation more protective) your phone case is, the slower it will charge.",5
B09JGLW6SC,RWM9IW8MUL0BW,Great Charger organized everything for me.,A little bulky for traveling,5
B0785HHL3T,R1UHQWXKF9999X,Very Nice Product,Very Nice Product,5
B087BY5HLB,R78VKPKHZ16KR,Quality at a great price - works PERFECTLY,"Great item - saves space, charges quickly & actually looks pretty good on the night stand. I love the way the watch sits on the stand and lights up when it picks up your motion - so it’s easy to see the time.",5
B08FBDWZWR,RKBSQU6EM5WE9,Works great,It works great use it every night,5
B09LYD2KTM,R3JOL3T3OL4H3Q,Magnetic charger can't hold a small I Phone,"Was excited to get it in, but total disappointment. First was surprised the cord is a USB-C, not a USB. it comes with an adapter but everything I have is USB, so I'd have to get a USB-C to a USB adapter. Then I found out the magnetic charger can't hold my iPhone. The only reason I bought it. The ad shows the charger holding a phone horizontal. No way. I paid $36 for this charger but I have a Pure.gear charger that only cost $12. I want my money back.",1
B016ZNTUQA,R1I5FAE9ON2T6S,Mine worked for a few months and then stopped. ...,"Mine worked for a few months and then stopped. I bought more than one, so hopefully the rest don't do the same. I am updating this review to add that customer service is great. They saw my 1-star review and reached out to me to offer to send a replacement free of charge. The new one works, but is best for plugging in devices overnight when you're not using them, as charge time is slow. We have the two port and three port as well, both of which work.",4
B092D6FMFN,R1X28IPQ01XQYL,Love it,Just what I needed. 3 charges in one.,5
B08HNBHSQV,RP2J12JNL9G3A,Works great!,"Magnet is powerful (with Apple Magsafe case), charges fine. Good product!",5
B07VJ1X7JV,R22NU4IODHQR75,Works excellent,Easy to use,5
B0919R7GJR,R35BWHOKA9JDET,Good to go,It came in separate packages and it seems to charge properly. I will update if necessary.,4
B081GYSPVM,R2JUKPFZ2GBJF9,Charging plug,Works as expected .,5
B08FBDWZWR,R2DI5XNSCVHIAQ,Gets hot,This product does get quite hot as well as gets your devices warm when charging. Charges reasonably fast,5
B082S9YRXZ,R39UK4QCCGWLFY,Don’t waste your money,"Works when it wants to, charges phone good, on and off charging my watch, barely charges my AirPods",2
B08NDLQ4PP,R1EJQFYN7A5KB1,"Space saving, easy to use charger","I love how sleek this item is and how easy it was to set up. Awesome being able to charge my phone, watch and headphones at the same time and without all the charging cables crowding the area.",5
B09LCTMGF9,R1V4NTUEOQUQ9E,Does the job.,"Great charging station works like a charm. User friendly and straight to the point. Does everything I wanted and some. Not expensive as what’s recommended by cell phone carriers and brands.
Will order again",5
B00E1UWA4O,R2WB0784JRJZQ2,Great charger that may not work in your car.,"I dearly wanted to give this 5 stars, because by all accounts the charger is fantastic: charges two devices at 2.4 Amps (i.e., fast!) from a single 12V power port.

But there is a big caveat that people should be aware of before buying it: it does not work in all vehicles! (In this particular case, it did not work in an Audi A4)

It's important to understand the source of the problem: there is nothing wrong with the device electronically. Rather, there is a mechanical problem: something about either the shape of the charger or the shape of the car's power ports means that the device does not touch both the positive and negative contacts in the port, so does not establish a circuit, and hence does not deliver power. Other chargers work fine in the car, and the charger works fine in other cars. The particular combination of this charger and this car does not work.

So caveat emptor: as soon as you receive this, make sure it is mechanically compatible with your car's power ports.",3
B08SLRM618,R3J6AV08TNDOVX,"Better than most, but not perfect","PROS: ALL inclusive, NO EXTRA stuff to buy. Plug in power block, connect cord and away you go. Most others need you to ADD/INSERT your Apple watch cable to work, and use the Lightning connector to plug in your AirPods. Neither work for me so these features alone make it a good buy.

CONS: The bad thing I've found its not as fast of a charging unit as compared to other options, EVEN with a higher wattage power block (QC3), but if you ve got the time... haha
1) Let my Apple 6 watch get to about 20-25%, popped it on the charger (only it) and after about 45 min shower/dress it was at 50-55%. Thought that was OK until i used the Apple 1amp charger & cable as a test. Started @ 19% and after the same basic routine, the watch was over 70% charged. 2) iPhone 12 Pro - went from 40% to 65% in about the same time compared to the same Apple 1amp OEM the next day it went up over 40% vs about 25.

All-in-all i'll keep it knowing its not as efficient as other means.",4
B0912G311T,R19Y9SE4APOQF9,Good product,Works as advertised.,5
B01MSN6329,R1J66Z99JO5TFU,Poor Charging,"I bought this in hopes to minimize all the plugs we needed to charge all of our products. Sadly after a couple months the charger can barely charge a Bluetooth fidget spinner, let alone any of the main products I have. Highly disappointed in the charging ability.",3
B01JLXTQ1U,RLYJTDVZEPWL8,Love it!,I love these chargers. They are great behind furniture. I use one port for Apple products and the other for Android and leave both cords in a little cord clip on the end table/nightstand/desk ready to go. I bought one maybe a year ago and it is still going strong so I ordered three more!,5
B082XDGK8J,R1B1FDCIO9CQUJ,Charges fast,"I wasn't too sure about this charger for my Pixel 3XL. I've had wireless chargers that really aren't that fast, unless it's the specific charger made for this phone. Though it doesn't charge as fast as my original fast charger that came with the phone, it charges way faster than any other charger I've used. I definitely recommend this charger.",5
B01BMDQ9U8,R1DXB82XCS4LON,I LOVE wireless charging,"I absolutely love these fast charge wireless chargers. This model is especially handy, since it props the phone up and makes the screen visible when I'm sitting at my desk. I know it's not the most power efficient way to charge my device, but it charges quickly and I don't have to worry about wearing out the connector on my phone. I'd definitely recommend this device to others.",5
B09HH5L434,R20AX3ILOFGRN7,Great charger!,"Great charging product. Chord coils to a good length. I wish the length closest to the charger was longer and not coiled, because of the location of my port to where my phone sits, but it isn't a problem.",5
B07NZJ1MHX,R1MWYSJNGGWYA3,Buen articulo,Todo bien no tengo quejss,5
B097SQ3H9Q,R3CLK320L4ZB1U,easy !!!,"I bought this charger for my husband who has loss strength in fingers/hands, so easy for him to use.",5
B08CDQ4SS5,R2X5PKUGOGQABQ,its not good,"it is a problem to try to make it connect to a i phone 12 , its bad",1
B08ZJFBDNL,R1801R6NXPJREX,Not the best.,Had to wiggle it a lot to get it to work properly . Does not work great at all in my vehicle . Would not buy again .,3
B08NWV8HP1,R1MTOQNCJ1HAUA,Great product. Works like they should! Highly recommend,Work Exactly as they’re supposed to. These are awesome.,5
B07M6SKV1Z,R2Z35TYKWB0MR,makes lamp table look in order,neet,5
B088TFZ942,RMM7E39NZ9RPY,IQ 3 ports are not working properly,45w port charges extremely slow and the other port keep disconnecting every few seconds,1
B07H2W3WS2,R3J3NI5DK5EZ6W,Great!,"They work as they should, they came in the colors I ordered which are cute. It doesn't fold so it probably isn't great for travel but I do like them",5
B08CDQ4SS5,R183GT6PN09ZYV,This is a great charger for easy to use and nice placement.,Easy to use,4
B09B7FKV8Q,R2DVT6L7ETOIX9,Wireless charger,"I bought this because I bought a similar one for my other home. This one didn’t come with a charger for the watch, as the picture implied. It was useless to me because of that. Had to return. Company made good on the return with good customer service. Would buy from them again.",3
B09C5QGB18,R2FNQDVW20MW85,"Anker, you’ve done it again!",I’m a fan of Anker’s product line this is by far the fast charging block I have ever used! I can recharge my phone with in 2 hours or less! Since it was the dual ports it saves my power strip some room!,5
B088D5VTYV,R1A7KDFSUTV7YX,Exactly as advertised,"I really like this charging station. I was able to get rid of 5 different chargers by using this. The only thing I don't like is having to take off my phone case due to the metal in my phone ring, but it's really not that big of a deal. The station holds and charges my Galaxy S20+, Active 2 watch, and AirPods securely and charges them quickly. I also really like that this station charges different brands. Highly recommended.",5
B07GTZ89NH,R24GOV3VHLRRMR,GREAT USB CHARGER,Installed the USB charger to my golf cart. The job took about 10 minutes. Great for charging my iPhone while playing.,5
B00846FO0I,RVV82TBXV3R9X,Nothing more,"Quick delivery, easy to arrange and hide unsightly wires and power strip",5
B09JZ11RJW,R8QH70CVSVLY9,Perfect,Great product!,5
B07V4DB1Q8,RS3VL737I7D4B,"Do yourself a favor, go ahead and buy 2!","I have now bought 4 of these chargers because I like them so much. They work great and look very nice unlike some wireless chargers that are all plastic and stand out. I have one on my desk at work, in my kitchen, in my bedroom, and bought one for my mother. They’re subtle and easy to use. Multiple people at work use it due to its convenience and have asked me where it’s from. I have multiple colors and they are they to the advertised pictures. Highly recommend!",5
B08DJ86MXH,R1B4XOYHT5WPN9,Powerful charger,Good quality material excellent charging power,4
B072N58PBY,R2LF6EUQMWDF3C,Cable unsupported,I was super excited about using this but to my disappointment the cable is not supported for my Subaru Forester.,2
B01J3S9I7K,R2UEKDLNUYT2KX,Quality product,"Looks and feels like a quality product. Very impressive. I ran this in my Honda Odyssey and it's been working perfectly, supplying power to all my connected devices.",5
B08RD23N46,R2R5767U89KSPZ,save me a big time for the messy cable,"This is a lifesaver product, I have had many Apple products and all of them needs to be charged at night so I could use it during the day time, this allows me to charge all my Apple products at the same time.",5
B07CZX9GF3,R2D07BSTDHIIQO,Love it!!!,This charger is fast. I keep this on my desk at work. Going to pick up another one for home use.,5
B08GSDZKPD,R3ARGQPUA2H5PO,Comes out of socket easily,"Great product for the price in a 2 pack.

One thing that concerns me is with little pressure the plug gets exposed causing a shock risk. Im afraid for my kids to use - recommend these stay stationary.",4
B085ZS7RF3,RZPWVCAJCGLNK,Solid product,"Plug and play baby. I have a 5v 2.1amp adapter which this product could put out way more charging power and even with my adapter it charges pretty fast. Looks great the length of the cord is optimal. The light is hardly anything but u can see so it won’t bother at night. Unfortunately, I ordered gold color and on the box it was marked at gold but the color I got is most definitely rose gold. Fortunately, it still looks damn good, love the color.",5
B06XH5VZXF,R1X6UI8JZ9SLPV,Great quality,Great quality and fast delivery,5
B07GQSY4N8,R1RTSTHGV7A5QB,good product,like the product. would have liked in black better.,5
